maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,pressure,visibility,winddirDegree,windspeedKmph,tempC,precipMM,precipInch
29,15,0,10.9,6,31,2,20,20,21,21,3,30,1015,10,124,12,29,0,0
29,14,0,10.9,6,38,3,20,20,20,17,11,32,1014,10,89,9,29,0,0
31,16,0,10.9,6,45,5,24,24,24,16,0,29,1014,10,165,9,31,0,0
28,15,0,10.9,6,52,10,24,24,24,11,0,45,1014,10,294,6,28,0,0
27,16,0,10.9,6,60,11,22,22,22,16,13,52,1012,10,331,9,27,0,0
28,15,0,10.9,6,67,3,21,21,21,22,6,30,1013,10,136,12,28,0,0
28,15,0,10.9,6,74,2,20,20,21,25,1,30,1015,10,105,15,28,0,0
27,14,0,10.9,6,82,5,20,20,20,30,3,40,1017,10,48,18,27,0,0
28,16,0,10.9,6,89,11,22,22,21,28,14,52,1017,10,116,17,28,0,0
29,17,0,10.9,6,96,11,23,23,23,22,3,49,1017,10,144,14,29,0,0
30,18,0,10.9,7,100,11,23,23,23,22,14,49,1016,10,67,13,30,0,0
31,18,0,10.9,7,89,12,24,24,24,18,9,47,1017,10,119,10,31,0,0
32,19,0,10.9,7,82,12,25,25,25,17,8,48,1018,10,77,10,32,0,0
31,20,0,10.9,7,75,12,26,26,25,16,14,44,1019,10,87,9,31,0,0
32,21,0,10.9,7,68,12,27,27,26,16,10,44,1017,10,117,9,32,0,0
33,23,0,10.9,7,60,10,27,27,27,18,11,36,1017,10,164,12,33,0,0
32,21,0,10.9,7,53,10,26,26,26,16,21,40,1016,10,312,9,32,0,0
30,19,0,10.9,7,46,10,24,24,24,21,8,42,1015,10,336,12,30,0,0
30,18,0,11,7,38,9,24,24,24,21,6,40,1016,10,28,13,30,0,0
30,19,0,11,7,31,10,24,24,24,20,16,43,1015,10,53,12,30,0,0
27,20,0,10.1,5,24,9,24,24,23,19,34,41,1016,10,27,11,27,0,0
32,18,0,11,7,17,6,24,24,24,17,26,31,1014,10,116,9,32,0,0
33,19,0,11,7,9,3,24,24,24,21,33,26,1013,10,55,12,33,0,0
33,19,0,11,6,2,4,24,24,25,22,42,26,1011,10,119,12,33,0,0
31,18,0,11,7,0,10,26,26,26,16,2,37,1012,10,288,10,31,0,0
28,16,0,11,6,0,8,23,23,24,15,0,40,1013,10,308,10,28,0,0
30,14,0,11,6,5,6,24,24,24,14,0,31,1014,10,203,8,30,0,0
31,16,0,11,6,12,2,23,23,24,20,0,25,1013,10,150,11,31,0,0
31,15,0,11,7,20,-1,23,23,24,19,6,20,1013,10,171,10,31,0,0
31,16,0,11.1,7,27,-1,23,23,24,20,0,20,1014,10,187,12,31,0,0
31,16,0,11.1,6,31,5,23,23,24,18,0,32,1013,10,105,10,31,0,0
32,15,0,11.1,7,43,5,24,24,25,15,0,29,1014,10,140,9,32,0,0
32,15,0,11.1,7,50,3,25,25,26,13,0,23,1014,10,224,7,32,0,0
31,15,0,11.1,6,58,5,24,24,25,12,0,30,1014,10,309,7,31,0,0
32,16,0,11.1,7,66,11,26,26,26,14,2,40,1013,10,293,8,32,0,0
30,16,0,11.1,7,73,11,25,25,25,13,1,45,1014,10,303,8,30,0,0
31,16,0,11.1,6,81,9,25,25,25,13,0,39,1015,10,315,8,31,0,0
31,16,0,11.1,7,88,3,24,24,24,19,0,26,1015,10,121,12,31,0,0
33,16,0,11.2,7,96,4,25,25,25,19,0,27,1015,10,139,11,33,0,0
32,14,0,11.2,7,100,1,24,24,25,16,12,23,1014,10,315,9,32,0,0
30,16,0,11.2,7,89,4,23,23,24,24,2,29,1013,10,296,16,30,0,0
29,14,0,11.2,6,82,4,23,23,24,14,2,29,1014,10,257,9,29,0,0
30,15,0,11.2,6,74,5,23,23,24,15,1,32,1013,10,162,9,30,0,0
30,14,0,11.2,7,67,6,23,23,23,10,16,34,1011,10,293,6,30,0,0
31,16,0,11.2,7,59,13,25,25,25,14,7,52,1012,10,302,8,31,0,0
32,18,0,11.2,7,51,5,25,25,25,18,3,28,1013,10,151,10,32,0,0
33,17,0,11.3,7,44,1,24,24,25,20,2,22,1013,10,165,11,33,0,0
34,18,0,11.3,7,36,0,26,26,27,19,2,19,1013,10,190,11,34,0,0
34,17,0,11.3,7,29,1,26,26,27,17,6,20,1012,10,174,10,34,0,0
35,18,0,11.3,7,21,4,27,27,28,17,0,22,1011,10,157,10,35,0,0
37,19,0,11.3,8,14,2,28,28,29,18,4,18,1012,10,170,10,37,0,0
38,22,0,11.3,8,6,1,29,29,30,20,10,16,1012,10,196,11,38,0,0
37,20,0,11.3,8,0,1,29,29,30,15,10,16,1009,10,186,8,37,0,0
36,20,0,11.3,7,0,2,27,27,28,19,18,19,1009,10,286,12,36,0,0
35,19,0,11.4,7,0,10,28,28,28,18,2,32,1010,10,279,12,35,0,0
36,20,0,11.4,8,1,13,30,30,30,10,0,39,1010,10,289,7,36,0,0
38,20,0,11.4,8,9,10,31,31,31,15,0,30,1009,10,270,9,38,0,0
37,20,0,11.4,8,16,8,30,30,30,16,0,29,1011,10,281,11,37,0,0
38,21,0,11.4,8,24,5,30,30,30,16,1,23,1011,10,315,10,38,0,0
38,21,0,11.4,8,30,9,32,32,32,14,0,25,1010,10,275,9,38,0,0
39,22,0,11.4,8,37,5,31,31,32,16,0,20,1010,10,300,10,39,0,0
39,21,0,11.4,8,45,6,31,31,32,18,0,23,1010,10,280,11,39,0,0
37,20,0,11.6,8,52,11,30,30,31,15,2,34,1010,10,281,10,37,0,0
37,20,0,11.6,8,59,7,30,30,30,15,0,26,1010,10,291,10,37,0,0
37,19,0,11.6,8,67,7,29,29,30,19,0,27,1010,10,270,12,37,0,0
34,19,0,11.6,7,74,10,28,28,29,13,0,34,1011,10,303,9,34,0,0
36,19,0,11.6,8,81,7,29,29,30,14,0,28,1009,10,292,9,36,0,0
36,18,0,11.6,8,88,-1,29,29,30,13,0,14,1011,10,245,8,36,0,0
38,20,0,11.6,8,96,-2,30,30,31,13,0,13,1011,10,159,8,38,0,0
41,20,0,11.6,8,100,-2,30,30,31,15,3,13,1012,10,229,9,41,0,0
40,22,0,10.2,7,90,-2,30,30,31,15,15,12,1011,10,238,9,40,0,0
39,20,0,11.6,8,83,-4,31,31,32,15,7,10,1012,10,203,9,39,0,0
37,24,0,11.6,8,75,4,31,31,32,11,7,18,1012,10,215,6,37,0,0
39,21,0,11.6,8,68,5,32,32,33,10,0,21,1010,10,249,6,39,0,0
38,20,0,11.6,8,61,3,30,30,30,14,5,19,1010,10,284,9,38,0,0
38,21,0,11.6,8,53,3,30,30,32,14,1,17,1010,10,300,9,38,0,0
38,21,0,11.6,8,46,4,29,29,30,16,3,21,1010,10,284,10,38,0,0
39,21,0,11.6,8,39,8,31,31,32,14,1,25,1009,10,270,9,39,0,0
39,22,0,11.6,8,32,11,31,31,32,14,3,31,1008,10,259,10,39,0,0
37,22,0,11.6,8,24,11,31,31,31,13,5,33,1009,10,237,8,37,0,0
36,23,0,11.6,8,17,11,31,31,31,12,9,30,1009,10,207,7,36,0,0
38,26,0,11.6,8,10,5,31,31,32,13,14,20,1010,10,266,8,38,0,0
40,22,0,11.6,8,3,2,31,31,32,13,11,16,1010,10,281,8,40,0,0
38,24,0,11.6,8,0,8,31,31,32,18,2,25,1010,10,313,12,38,0,0
39,21,0,11.6,8,0,7,31,31,32,7,6,24,1009,10,138,5,39,0,0
37,23,0,11.6,8,5,11,30,30,31,16,14,33,1008,10,249,10,37,0,0
39,22,0,11.6,8,12,13,32,32,32,19,5,35,1009,10,273,13,39,0,0
40,25,0,11.6,8,19,10,32,32,32,20,17,29,1009,10,263,13,40,0,0
40,23,0,11.6,9,26,10,33,33,33,14,11,26,1009,10,176,9,40,0,0
41,24,0,11.6,9,30,7,33,33,34,14,7,21,1008,10,191,9,41,0,0
42,24,0,11.6,9,42,7,35,35,35,12,16,19,1008,10,127,7,42,0,0
42,27,0,11.6,9,50,7,35,35,36,14,9,18,1008,10,309,8,42,0,0
41,26,0,11.6,9,58,7,33,33,34,14,6,20,1009,10,290,9,41,0,0
42,24,0,11.6,9,65,0,33,33,34,19,15,13,1009,10,326,12,42,0,0
38,27,0,11.6,8,73,6,32,32,33,22,20,19,1011,10,272,16,38,0,0
40,26,0,11.6,9,80,10,33,33,34,18,7,25,1009,10,292,12,40,0,0
39,26,0,11.6,8,88,10,32,32,33,20,8,27,1007,10,277,14,39,0,0
36,23,0,11.6,8,95,11,30,30,31,16,2,31,1006,10,279,11,36,0,0
38,20,0,11.6,8,100,5,32,32,32,12,0,20,1009,10,197,8,38,0,0
40,24,0,11.6,8,90,0,32,32,33,19,0,13,1009,10,41,12,40,0,0
41,23,0,11.6,9,82,-1,33,33,34,18,0,11,1008,10,191,11,41,0,0
44,23,0,11.6,9,75,-1,36,36,36,11,0,10,1007,10,273,7,44,0,0
43,25,0,11.6,9,67,4,35,35,35,19,0,15,1006,10,300,12,43,0,0
42,26,0,11.6,9,59,8,33,33,34,23,1,22,1006,10,281,15,42,0,0
39,28,0,11.6,9,52,8,33,33,34,16,1,22,1007,10,276,12,39,0,0
41,26,0,11.6,9,44,7,33,33,34,18,0,20,1006,10,292,13,41,0,0
44,23,0,11.6,9,37,1,37,37,36,9,0,15,1005,10,271,6,44,0,0
44,22,0,11.6,9,29,-2,36,36,36,12,0,10,1007,10,221,7,44,0,0
45,23,0,11.6,9,22,-3,39,39,38,13,0,8,1007,10,276,8,45,0,0
44,26,0,11.6,9,14,6,36,36,36,25,0,18,1006,10,264,17,44,0,0
42,26,0,11.6,9,7,6,34,34,35,23,0,20,1004,10,247,16,42,0,0
42,25,0,11.6,9,0,5,35,35,35,13,0,19,1006,10,244,10,42,0,0
42,24,0,11.6,9,0,4,34,34,35,14,0,18,1009,10,288,10,42,0,0
42,24,0,11.6,9,0,4,34,34,34,16,1,17,1009,10,299,11,42,0,0
44,25,0,11.6,9,1,3,37,37,37,14,0,14,1009,10,263,9,44,0,0
47,26,0,11.6,9,8,-4,39,39,38,12,0,7,1008,10,224,7,47,0,0
46,26,0,11.6,9,16,-4,40,40,39,13,0,7,1008,10,265,7,46,0,0
45,27,0,11.6,9,23,0,37,37,37,19,0,10,1007,10,286,12,45,0,0
46,28,0,11.6,10,31,2,39,39,38,17,0,12,1007,10,270,11,46,0,0
45,27,0,11.6,9,38,6,37,37,37,17,0,17,1006,10,259,12,45,0,0
44,27,0,11.6,9,44,8,37,37,37,18,0,20,1007,10,254,13,44,0,0
44,26,0,11.6,9,52,8,37,37,37,17,0,21,1008,10,250,12,44,0,0
44,26,0,11.6,9,59,11,37,37,37,17,0,24,1007,10,239,12,44,0,0
43,26,0,11.6,9,66,13,37,37,36,18,0,29,1005,10,246,14,43,0,0
42,25,0,11.6,9,73,13,37,37,36,16,2,29,1006,10,243,12,42,0,0
42,27,0,11.6,9,81,13,38,38,37,13,1,28,1009,10,248,9,42,0,0
42,28,0,11.6,9,88,10,37,37,37,13,1,22,1007,10,269,10,42,0,0
43,27,0,11.6,9,95,7,36,36,37,17,2,18,1006,10,255,11,43,0,0
43,26,0,11.6,9,100,8,35,35,36,20,0,20,1005,10,271,14,43,0,0
43,26,0,11.6,9,100,11,35,35,35,22,0,27,1004,10,258,16,43,0,0
42,26,0,11.6,9,83,16,35,35,34,22,1,37,1005,10,254,17,42,0,0
43,27,0,13.1,9,76,19,40,40,36,16,2,41,1004,10,243,13,43,0,0
45,28,0,13.1,9,68,18,40,40,37,16,3,38,1003,10,240,13,45,0,0
46,29,0,13.5,9,61,17,40,40,38,19,0,34,1002,10,219,15,46,0,0
44,29,0,13.6,9,54,18,39,39,37,19,1,36,1003,10,219,15,44,0,0
45,29,0,13.6,9,47,19,40,40,37,20,1,38,1004,10,217,15,45,0,0
45,29,0,13.6,9,39,19,42,42,38,15,1,38,1005,10,227,12,45,0,0
45,29,0,13.6,9,32,17,41,41,38,15,0,33,1005,10,241,12,45,0,0
43,29,0,13.6,9,25,19,40,40,37,17,4,38,1005,10,229,13,43,0,0
41,30,0,13.6,9,17,17,38,38,36,15,13,36,1003,10,221,11,41,0,0
45,29,0,13.6,10,10,14,40,40,38,13,5,28,1003,10,253,10,45,0,0
46,30,0,13.6,10,3,14,39,39,38,17,8,25,1002,10,249,13,46,0,0
45,30,0,13.6,10,0,14,39,39,38,17,7,28,1001,10,246,13,45,0,0
44,28,0,13.6,9,0,14,39,39,37,15,1,29,1000,10,242,12,44,0,0
44,28,0,13.6,9,4,15,38,38,37,18,1,31,999,10,239,14,44,0,0
44,27,0,13.6,9,11,16,38,38,36,17,1,32,1000,10,236,14,44,0,0
43,29,0,13.6,9,19,17,39,39,36,19,2,36,1002,10,237,15,43,0,0
44,29,0,13.7,9,26,18,40,40,38,17,2,34,1002,10,236,14,44,0,0
44,29,0,13.7,9,33,18,40,40,37,19,3,35,1003,10,243,15,44,0,0
42,29,0,13.7,8,40,20,39,39,36,17,7,41,1002,10,237,14,42,0.8,0.03149608
43,29,0,13.7,9,44,19,39,39,36,20,8,39,1003,10,239,16,43,0,0
42,30,0,13.7,8,57,19,40,40,36,19,9,39,1004,10,240,15,42,0,0
42,30,0,13.7,9,65,20,39,39,36,21,10,42,1005,10,241,16,42,0,0
42,29,0,13.7,9,72,20,39,39,35,22,12,44,1005,10,245,17,42,0,0
41,29,0,13.7,9,80,20,39,39,35,21,11,44,1004,10,255,17,41,0,0
41,29,0,13.7,9,87,19,38,38,35,21,11,43,1001,10,249,16,41,0,0
42,29,0,13.7,9,95,18,39,39,36,19,7,39,1000,10,249,15,42,0,0
43,29,0,13.7,9,100,15,39,39,37,18,1,33,1000,10,253,14,43,0,0
42,28,0,13.7,9,100,18,39,39,36,17,7,38,1002,10,237,14,42,0,0
43,29,0,13.7,9,83,19,39,39,36,18,7,40,1004,10,222,14,43,0,0
43,30,0,13.7,9,75,19,40,40,37,17,6,40,1004,10,222,13,43,0,0
43,30,0,13.7,9,67,19,39,39,36,19,11,39,1004,10,233,15,43,0,0
42,29,0,13.7,9,60,20,39,39,36,19,15,42,1004,10,241,14,42,0,0
42,29,0,13.7,8,52,20,39,39,36,17,11,42,1005,10,228,14,42,0.4,0.01574804
42,29,0,13.7,9,45,20,40,40,36,16,7,42,1005,10,225,13,42,0,0
42,29,0,13.7,9,37,19,38,38,36,19,10,41,1004,10,237,15,42,0,0
42,29,0,13.7,8,30,21,40,40,36,17,18,46,1003,10,216,14,42,1,0.0393701
42,30,0,13.7,8,22,21,41,41,36,16,12,43,1003,10,221,13,42,0,0
45,31,0,13.7,9,15,19,42,42,38,12,7,37,1002,10,230,9,45,0.1,0.00393701
43,30,0,13.7,9,7,18,40,40,38,16,6,33,1002,10,232,12,43,0,0
44,30,0,13.7,9,0,17,42,42,39,14,2,31,1003,10,244,11,44,0,0
37,31,0,13.7,8,0,17,36,36,34,16,21,38,1004,10,233,13,37,0,0
42,31,0,13.7,8,0,20,39,39,35,12,29,41,1003,10,219,9,42,0.6,0.02362206
39,30,0,13.7,9,0,22,39,39,35,14,21,48,1002,10,191,11,39,1.6,0.06299216
36,30,0,13.7,7,8,23,38,38,33,15,28,58,1002,10,197,12,36,0.9,0.03543309
39,29,0,13.7,8,15,23,38,38,33,17,30,55,1002,10,200,14,39,0.5,0.01968505
40,29,0,13.7,9,23,23,40,40,34,17,26,55,1001,10,207,13,40,0,0
40,29,0,13.7,9,30,23,39,39,34,15,33,56,1000,10,198,11,40,0,0
36,29,0,13.3,7,38,23,38,38,33,14,42,58,1000,10,204,11,36,0,0
38,29,0,12.1,7,46,23,39,39,33,16,40,59,1000,10,214,12,38,0,0
37,29,0,13.3,7,53,23,37,37,33,21,57,57,1001,10,205,16,37,0,0
36,29,0,9.8,7,58,24,38,38,32,18,76,62,1002,10,217,14,36,0,0
35,28,0,13.3,7,66,25,38,38,31,15,44,69,1000,10,209,11,35,4.1,0.16141741
35,27,0,12.1,7,73,25,37,37,31,10,54,72,999,10,222,7,35,2.6,0.10236226
37,27,0,13.7,8,80,24,39,39,33,13,28,61,999,10,247,9,37,0,0
40,29,0,13.3,8,88,23,40,40,34,16,24,56,999,10,258,12,40,0,0
39,30,0,13.7,8,95,24,40,40,34,15,16,57,998,10,231,11,39,0,0
42,29,0,13.3,9,100,22,42,42,36,16,12,47,998,10,237,12,42,0,0
42,30,0,13.3,9,100,22,40,40,35,23,12,49,997,10,256,18,42,0.2,0.00787402
32,28,0,10.8,7,83,23,35,35,30,27,65,67,998,10,238,19,32,4.5,0.17716545
29,27,0,10.4,6,76,25,33,33,28,11,70,84,999,9,240,7,29,21.6,0.85039416
34,26,0,9.1,7,69,25,36,36,30,14,58,75,1001,10,209,10,34,3.6,0.14173236
36,27,0,11.6,7,62,25,37,37,31,15,42,71,1000,10,215,11,36,2.2,0.08661422
33,27,0,10.4,7,54,25,35,35,29,16,49,79,999,10,231,11,33,6,0.2362206
31,27,0,10.4,7,47,26,36,36,30,10,49,81,998,10,241,7,31,4.9,0.19291349
30,26,0,10.4,6,40,26,34,34,28,10,65,91,996,6,216,7,30,35.6,1.40157556
34,26,0,9.1,7,32,26,38,38,30,9,56,81,997,9,256,6,34,4.4,0.17322844
31,26,0,10.4,6,25,26,35,35,29,11,63,84,997,10,237,9,31,1.6,0.06299216
29,26,0,6.6,6,18,26,33,33,28,15,84,88,999,8,206,10,29,6.4,0.25196864
33,25,0,7.9,7,11,24,34,34,29,15,59,77,1002,9,221,11,33,0,0
33,26,0,10.4,6,3,25,34,34,29,13,56,80,1001,10,221,9,33,2.6,0.10236226
28,26,0,9.1,6,0,25,32,32,27,17,61,88,1001,10,225,11,28,2.1,0.08267721
32,26,0,10.4,6,0,26,35,35,29,11,54,84,999,10,266,8,32,1.1,0.04330711
27,26,0,9.1,6,4,25,31,31,27,17,53,92,998,9,236,11,27,7.6,0.29921276
31,25,0,6.6,6,11,25,32,32,27,15,84,88,999,10,226,10,31,2.6,0.10236226
31,25,0,6.6,6,18,25,32,32,27,18,92,88,1002,10,214,12,31,2.2,0.08661422
29,26,0,6.6,6,25,25,32,32,27,19,94,91,1002,10,226,13,29,1.8,0.07086618
31,26,0,7.8,6,33,25,33,33,28,18,82,86,1000,8,221,12,31,0,0
31,26,0,6.6,6,40,25,34,34,29,21,81,82,1000,10,221,14,31,0,0
32,27,0,6.6,7,47,25,35,35,29,18,80,79,1003,10,217,12,32,0,0
33,26,0,7.8,7,55,24,35,35,29,17,60,76,1005,10,228,12,33,0,0
32,26,0,9.1,6,58,24,33,33,29,17,56,76,1005,10,230,12,32,0,0
31,26,0,6.6,6,69,24,33,33,28,16,79,77,1004,10,212,12,31,0,0
33,26,0,6.6,7,76,24,34,34,29,16,71,72,1004,10,223,12,33,0,0
33,26,0,7.8,7,84,24,34,34,29,14,69,73,1004,10,219,10,33,0,0
31,26,0,6.5,6,91,23,32,32,28,17,80,74,1003,10,217,12,31,0,0
30,27,0,6.5,6,98,24,32,32,28,20,96,77,1002,10,220,13,30,0,0
31,27,0,6.5,6,100,23,33,33,29,20,87,74,1002,10,221,14,31,0,0
31,27,0,6.5,6,87,23,33,33,29,16,80,73,1002,10,223,12,31,0,0
33,26,0,6.5,7,80,24,34,34,29,11,84,72,1002,10,223,8,33,0,0
33,26,0,6.5,7,73,24,35,35,30,13,55,71,1002,10,226,9,33,0,0
33,26,0,9.1,7,65,24,35,35,30,12,49,70,1002,10,211,9,33,0,0
37,26,0,11.6,8,58,23,36,36,32,14,27,63,1003,10,187,10,37,0,0
33,27,0,11.6,8,51,23,34,34,30,15,53,67,1004,10,194,10,33,0,0
28,25,0,7.8,6,44,24,30,30,27,13,75,86,1005,10,154,9,28,4.4,0.17322844
33,25,0,11.6,7,36,24,33,33,29,14,29,75,1005,10,225,9,33,0,0
33,26,0,11.6,8,29,23,33,33,29,18,39,68,1005,10,229,13,33,0,0
34,26,0,11.6,7,22,22,34,34,30,16,49,64,1005,10,227,11,34,0,0
33,27,0,11.6,8,15,22,33,33,30,16,32,66,1006,10,222,11,33,0,0
35,26,0,11.6,8,7,23,35,35,31,12,31,64,1006,10,206,8,35,0,0
37,27,0,11.6,8,0,22,37,37,33,11,23,57,1007,10,222,8,37,0,0
36,28,0,11.6,8,0,22,35,35,31,15,23,58,1007,10,246,11,36,0,0
38,26,0,11.6,8,0,22,36,36,32,15,26,57,1006,10,227,11,38,0,0
37,28,0,11.6,8,7,22,36,36,32,15,25,55,1005,10,235,11,37,0,0
37,28,0,11.6,8,14,21,36,36,33,15,29,53,1004,10,224,11,37,0,0
39,28,0,11.6,8,22,22,38,38,33,13,28,54,1004,10,243,10,39,0,0
37,29,0,11.6,7,29,22,36,36,33,15,39,54,1004,10,251,11,37,0.3,0.01181103
31,27,0,10.3,6,36,23,33,33,29,14,42,71,1005,10,205,9,31,0.7,0.02755907
35,27,0,11.6,7,43,23,35,35,31,15,51,63,1004,10,245,10,35,1.7,0.06692917
30,26,0,9,6,51,24,32,32,28,12,61,78,1004,9,213,8,30,2.5,0.09842525
32,26,0,9,6,58,25,33,33,28,12,67,87,1003,8,220,8,32,14.7,0.57874047
27,25,0,8.9,6,65,25,30,30,26,16,81,95,1003,4,203,10,27,25.3,0.99606353
31,25,0,11.6,6,69,25,32,32,27,16,57,88,1006,7,168,11,31,0.5,0.01968505
33,25,0,11.6,7,83,25,35,35,29,11,42,81,1006,9,194,8,33,0.6,0.02362206
34,25,0,11.6,8,90,25,37,37,30,10,22,77,1004,9,208,7,34,0,0
35,26,0,11.6,7,98,25,36,36,30,13,31,74,1003,10,241,9,35,0,0
36,26,0,11.6,7,100,24,36,36,31,14,33,69,1002,10,248,10,36,0,0
35,26,0,10.2,7,87,25,36,36,30,13,43,74,1002,10,237,9,35,1.8,0.07086618
35,25,0,11.6,8,79,24,34,34,29,14,31,76,1002,10,246,9,35,2.4,0.09448824
36,26,0,11.6,8,72,24,36,36,31,11,26,70,1003,10,233,8,36,0.1,0.00393701
36,27,0,11.6,8,64,22,35,35,31,16,23,60,1003,10,263,10,36,0,0
36,27,0,11.6,8,57,22,35,35,31,18,12,61,1003,10,236,12,36,0,0
36,27,0,11.6,8,49,22,35,35,31,16,14,58,1004,10,216,12,36,0,0
36,26,0,11.6,8,42,22,35,35,31,15,10,60,1006,10,219,10,36,0,0
37,26,0,11.6,8,34,22,36,36,32,10,6,57,1009,10,209,7,37,0,0
37,26,0,11.6,8,27,22,36,36,32,13,8,55,1010,10,259,9,37,0,0
37,25,0,11.6,8,19,21,37,37,33,11,14,53,1009,10,245,8,37,0,0
36,26,0,11.6,8,12,20,34,34,32,13,12,51,1007,10,243,9,36,0,0
37,24,0,11.6,8,4,20,34,34,31,10,8,54,1008,10,207,7,37,0,0
38,23,0,11.6,8,0,21,38,38,33,8,2,52,1009,10,223,5,38,0,0
38,25,0,11.6,8,0,20,37,37,33,10,9,48,1009,10,260,7,38,0,0
39,27,0,11.6,8,0,18,36,36,33,12,7,42,1009,10,240,7,39,0,0
38,25,0,11.6,8,3,19,35,35,33,13,5,45,1008,10,225,8,38,0,0
39,26,0,11.6,8,11,21,38,38,34,11,1,49,1008,10,230,7,39,0,0
39,24,0,11.6,8,18,19,37,37,34,10,3,44,1008,10,232,6,39,0,0
41,26,0,11.6,9,26,20,38,38,35,12,3,44,1007,10,253,8,41,0,0
39,26,0,11.6,8,34,20,37,37,34,12,4,45,1008,10,238,8,39,0,0
38,27,0,11.6,8,41,20,36,36,33,14,23,48,1008,10,248,10,38,0,0
37,27,0,11.6,8,49,20,35,35,32,13,15,51,1008,10,256,9,37,0,0
38,26,0,11.6,8,56,20,35,35,32,11,11,50,1007,10,270,7,38,0,0
38,27,0,11.6,8,64,19,35,35,33,15,11,44,1006,10,313,10,38,0,0
40,28,0,11.6,9,71,16,35,35,34,17,7,36,1005,10,310,11,40,0,0
41,28,0,11.6,9,79,17,36,36,34,14,12,36,1004,10,250,8,41,0,0
41,28,0,11.6,9,83,13,36,36,35,14,3,29,1004,10,131,9,41,0,0
40,27,0,11.6,9,90,18,36,36,34,16,14,39,1003,10,50,10,40,0,0
39,28,0,11.6,8,98,19,36,36,34,14,22,44,1001,10,88,9,39,0,0
38,29,0,10.2,7,100,23,38,38,33,8,47,56,1002,10,97,6,38,0,0
37,26,0,11.6,8,88,22,36,36,32,12,17,58,1003,10,149,8,37,0,0
39,25,0,11.6,8,80,19,36,36,33,7,6,49,1004,10,257,5,39,0,0
37,25,0,11.6,8,73,17,33,33,31,15,9,46,1006,10,230,10,37,0,0
36,24,0,11.6,8,66,19,33,33,31,15,6,51,1006,10,215,11,36,0,0
36,24,0,11.6,8,59,19,33,33,31,13,4,52,1007,10,209,9,36,0,0
36,24,0,11.6,8,51,18,32,32,31,12,5,49,1009,10,207,8,36,0,0
37,23,0,11.6,8,44,16,32,32,31,11,6,45,1011,10,228,6,37,0,0
37,24,0,11.6,8,37,15,31,31,30,8,17,43,1012,10,141,5,37,0,0
36,22,0,11.6,8,30,14,31,31,31,11,11,39,1012,10,210,6,36,0,0
36,22,0,11.6,8,22,13,30,30,30,11,17,35,1012,10,252,6,36,0,0
37,25,0,11.6,8,15,13,31,31,32,9,9,33,1012,10,195,5,37,0,0
37,23,0,11.6,8,8,11,30,30,31,11,5,32,1012,10,222,6,37,0,0
36,25,0,11.6,8,0,12,30,30,31,17,9,32,1011,10,254,10,36,0,0
35,22,0,11.6,8,0,12,30,30,30,12,5,34,1010,10,238,7,35,0,0
36,23,0,11.6,8,0,11,30,30,30,11,3,33,1012,10,239,6,36,0,0
36,20,0,11.6,7,7,10,28,28,28,7,7,33,1012,10,258,4,36,0,0
36,20,0,11.6,7,14,10,29,29,30,9,1,32,1013,10,143,5,36,0,0
36,20,0,11.6,7,21,7,29,29,29,9,0,26,1014,10,150,6,36,0,0
36,20,0,11.6,7,28,1,28,28,29,14,0,18,1013,10,81,8,36,0,0
36,16,0,11.6,7,36,-1,28,28,28,9,0,15,1012,10,115,5,36,0,0
37,17,0,11.6,7,43,3,28,28,29,7,0,20,1012,10,93,4,37,0,0
36,17,0,11.6,7,50,7,29,29,29,6,0,25,1013,10,79,4,36,0,0
36,20,0,11.6,7,58,8,29,29,30,8,0,26,1012,10,85,5,36,0,0
36,19,0,11.6,7,65,7,29,29,30,10,1,25,1013,10,77,6,36,0,0
37,20,0,11.6,8,72,7,29,29,30,15,2,25,1014,10,69,9,37,0,0
37,21,0,11.6,8,79,7,29,29,30,12,0,24,1015,10,87,8,37,0,0
38,21,0,11.6,7,83,6,30,30,30,9,0,23,1013,10,131,5,38,0,0
37,19,0,11.6,8,97,7,30,30,31,5,0,24,1012,10,133,3,37,0,0
37,19,0,11.6,8,100,5,29,29,30,6,4,22,1013,10,174,4,37,0,0
36,21,0,11.6,8,87,5,28,28,29,14,2,22,1014,10,72,8,36,0,0
36,20,0,11.5,7,80,7,28,28,28,9,2,26,1014,10,115,6,36,0,0
35,20,0,8.7,7,72,7,28,28,28,17,0,28,1013,10,79,10,35,0,0
35,21,0,8.7,7,65,10,29,29,29,13,1,32,1012,10,61,8,35,0,0
36,20,0,8.7,7,57,9,29,29,29,9,1,31,1010,10,62,5,36,0,0
36,20,0,8.7,7,50,10,29,29,29,9,2,32,1010,10,119,6,36,0,0
36,21,0,8.7,7,42,11,29,29,29,12,3,33,1008,10,37,7,36,0,0
33,23,0,8.7,7,35,15,28,28,27,13,18,47,1007,10,105,8,33,0,0
26,22,0,7.2,5,27,15,25,25,24,26,43,60,1006,10,69,18,26,0,0
25,19,0,5.7,5,20,16,24,24,23,18,61,67,1007,9,49,12,25,0.3,0.01181103
32,17,0,8.7,7,12,18,26,26,25,9,15,66,1011,10,129,6,32,0,0
